file_id	status	path	file_kind	route_classes	features	group	disposition	owner_step	evidence	notes	minimalism_gate
000472	M	package/libs/openssl/Makefile	makefile	primary	build:package:makefile	secure-boot-host-tool	drop	M01	Adds OpenSSL host build and installs `openssl3` for HKDF/FIT encryption helpers.	Secure-boot helper dependency only; vendor 8X baseline has secure boot disabled.	optional secure boot isolated
000473	M	package/libs/popt/Makefile	makefile	primary	build:package:makefile	secure-boot-host-tool	drop	M01	Adds host-build plumbing for `popt`.	No direct 8X skeleton consumer was found in the retained M01 path.	context checked before drop
000474	A	package/mtk/memdump_cfg/Makefile	makefile	primary	build:package:makefile,openwrt:package:device-packages	diagnostic-package	drop	M01	Adds a MediaTek memdump configuration kernel module package.	No direct 8X DTS or image recipe reference requires this package for clean build/image skeleton.	context checked before drop
000475	A	package/mtk/memdump_cfg/src/Makefile	makefile	primary	build:package:makefile,openwrt:package:device-packages	diagnostic-package	drop	M01	Package-internal Makefile for the memdump configuration module.	Dropped with the parent diagnostic package.	context checked before drop
000476	A	package/mtk/memdump_cfg/src/memdump-cfg.c	source	primary	openwrt:package:device-packages	diagnostic-package	drop	M01	Implements SMC-backed procfs controls for emergency memory dump IP settings.	Diagnostic/runtime facility, not an 8X image skeleton requirement.	context checked before drop
000477	A	package/mtk/optee-mediatek/Makefile	makefile	primary	boot:tf-a:build,build:package:makefile,firmware:boot:blob,openwrt:package:device-packages	secure-boot-optee	review-only	M01	Adds an MTK OP-TEE package that builds OP-TEE OS, client, tests, and apps; vendor 8X config leaves `optee-mediatek` disabled.	Background for optional secure boot only. Do not include in M01 base image.	optional secure boot isolated
000478	A	package/mtk/optee-mediatek/config/Config-optee-client.in	unknown	primary	boot:tf-a:build,firmware:boot:blob,openwrt:package:device-packages	secure-boot-optee	review-only	M01	OP-TEE client/supplicant configuration menu.	Only relevant if optional OP-TEE support becomes explicit scope.	optional secure boot isolated
000479	A	package/mtk/optee-mediatek/config/Config-optee-mtk.in	unknown	primary	boot:tf-a:build,firmware:boot:blob,openwrt:package:device-packages	secure-boot-optee	review-only	M01	MTK OP-TEE test, secure storage, and RNG options.	Not part of baseline M01 skeleton; keep as background only.	optional secure boot isolated
000480	A	package/mtk/optee-mediatek/config/Config-optee-os.in	unknown	primary	boot:tf-a:build,firmware:boot:blob,openwrt:package:device-packages	secure-boot-optee	review-only	M01	OP-TEE OS memory, logging, storage, RPMB, and early-TA options.	Optional secure-world policy; not a clean image skeleton requirement.	optional secure boot isolated
000481	A	package/mtk/optee-mediatek/config/Config.in	unknown	primary	boot:tf-a:build,firmware:boot:blob,openwrt:package:device-packages	secure-boot-optee	review-only	M01	Top-level OP-TEE package configuration.	Do not source this in the target unless secure boot/OP-TEE becomes explicit scope.	optional secure boot isolated
000482	A	package/mtk/optee-mediatek/files/optee.init	unknown	primary	boot:tf-a:build,firmware:boot:blob,openwrt:package:device-packages	secure-boot-optee	review-only	M01	Init script starts `tee-supplicant` if `/dev/teepriv0` exists.	Runtime OP-TEE service, not M01 build skeleton.	optional secure boot isolated
000483	A	package/mtk/optee-mediatek/optee-apps.mk	unknown	primary	boot:tf-a:build,firmware:boot:blob,openwrt:package:device-packages	secure-boot-optee	review-only	M01	Build glue for OP-TEE apps and early TAs including firmware-encryption TA hooks.	Optional secure boot support only.	optional secure boot isolated
000484	A	package/mtk/optee-mediatek/optee-client-config.mk	unknown	primary	boot:tf-a:build,firmware:boot:blob,openwrt:package:device-packages	secure-boot-optee	review-only	M01	OP-TEE client make-flag mapping.	Optional secure boot support only.	optional secure boot isolated
000485	A	package/mtk/optee-mediatek/optee-client.mk	unknown	primary	boot:tf-a:build,firmware:boot:blob,openwrt:package:device-packages	secure-boot-optee	review-only	M01	Downloads/builds OP-TEE client and tee-supplicant.	Optional secure boot support only.	optional secure boot isolated
000486	A	package/mtk/optee-mediatek/optee-os-config.mk	unknown	primary	boot:tf-a:build,firmware:boot:blob,openwrt:package:device-packages	secure-boot-optee	review-only	M01	OP-TEE OS and MTK make-flag mapping.	Optional secure boot support only.	optional secure boot isolated
000487	A	package/mtk/optee-mediatek/optee-os.mk	unknown	primary	boot:tf-a:build,firmware:boot:blob,openwrt:package:device-packages	secure-boot-optee	review-only	M01	Downloads/builds OP-TEE OS for `mediatek-mt7988` when filogic is selected.	Optional secure boot support only.	optional secure boot isolated
000488	A	package/mtk/optee-mediatek/optee-test.mk	unknown	primary	boot:tf-a:build,firmware:boot:blob,openwrt:package:device-packages	secure-boot-optee	review-only	M01	Downloads/builds OP-TEE test package and `xtest`.	Test package, not M01 image skeleton.	optional secure boot isolated
000489	A	package/mtk/optee-mediatek/patches/0001-fix-build-fail-with-optee-test.patch	patch	primary	boot:tf-a:build,firmware:boot:blob,openwrt:package:device-packages	secure-boot-optee	review-only	M01	Patch only fixes optional OP-TEE test build.	Keep as background only with the OP-TEE package.	optional secure boot isolated
000490	A	package/mtk/reset-boot-count/Makefile	makefile	primary	build:package:makefile,openwrt:package:device-packages	recovery-boot-count	defer	M02	Adds `kmod-reset-boot-count` for dual-boot boot retry counter reset.	M02 already marked reset-boot-count as needs-evidence for SD boot safety; not M01 skeleton.	deferred with owner
000491	A	package/mtk/reset-boot-count/files/reset-boot-count.init	unknown	primary	openwrt:package:device-packages	recovery-boot-count	defer	M02	Init script loads the module only when `/mediatek,reset-boot-count` exists in device tree.	M02 must verify whether any direct 8X boot path needs this.	deferred with owner
000492	A	package/mtk/reset-boot-count/src/Makefile	makefile	primary	build:package:makefile,openwrt:package:device-packages	recovery-boot-count	defer	M02	Package-internal Makefile for reset-boot-count.	Defer with parent recovery/failsafe package.	deferred with owner
000493	A	package/mtk/reset-boot-count/src/reset-boot-count.c	source	primary	openwrt:package:device-packages	recovery-boot-count	defer	M02	Implements SMC-backed `/proc/reset_boot_count` reset for A/B boot systems.	Recovery/dual-boot behavior, not M01 skeleton.	deferred with owner
000504	M	package/network/services/dnsmasq/Makefile	makefile	primary	build:package:makefile	generic-package-version	drop	M01	Only bumps dnsmasq from 2.90 to 2.91 and adjusts source hash/release.	Generic package version delta; no 8X build skeleton reason.	context checked before drop
000509	M	package/network/services/hostapd/Makefile	makefile	primary	build:package:makefile	wireless-userspace-boundary	defer	M07	Bumps hostapd snapshot, adds AFC daemon, extra OpenSSL/curl/json dependencies, and broad wireless feature flags.	Wireless userspace, AFC, MLO, and policy belong to M07, not M01 package closure.	deferred with owner
000811	M	package/system/fstools/Makefile	makefile	primary	build:package:makefile	storage-policy-boundary	defer	M10	Adds `libfstools-bootparam` and makes fstools/block-mount depend on it.	Dual-boot/rootfs storage policy; M02 already deferred this to M10.	deferred with owner
000813	M	package/utils/dtc/Makefile	makefile	primary	build:package:makefile	secure-boot-host-tool	drop	M01	Adds dtc host-build support and host meson args.	Needed by vendor fdtput/dm-verity helpers, not by baseline 25.12 FIT skeleton.	context checked before drop
000814	D	scripts/config/.gitignore	unknown	supporting	build:scripts:helper	vendor-config-tool	drop	M01	Deletes generated-tool ignore rules under `scripts/config`.	Repository/build-noise cleanup, not an 8X skeleton input.	context checked before drop
000815	M	scripts/config/Makefile	makefile	supporting	build:scripts:helper	vendor-config-tool	drop	M01	Adds `aconf` host program for Kconfig merge/diff tooling.	Do not adopt vendor config-management workflow for the clean 25.12 skeleton.	context checked before drop
000816	A	scripts/config/aconf.c	source	supporting	build:scripts:helper	vendor-config-tool	drop	M01	New Kconfig merge/diff tool for defconfig subtraction and incremental config handling.	Not used by the M01 target image skeleton.	context checked before drop
000817	M	scripts/config/confdata.c	source	supporting	build:scripts:helper	vendor-config-tool	drop	M01	Exports internal Kconfig helpers for `aconf`.	Dropped with `aconf`; no target skeleton dependency.	context checked before drop
000818	M	scripts/config/lkc.h	header	supporting	build:scripts:helper	vendor-config-tool	drop	M01	Declares exported Kconfig helpers for `aconf`.	Dropped with `aconf`; no target skeleton dependency.	context checked before drop
000819	M	scripts/config/symbol.c	source	supporting	build:scripts:helper	vendor-config-tool	drop	M01	Exports `strhash()` for `aconf`.	Dropped with `aconf`; no target skeleton dependency.	context checked before drop
000820	M	scripts/feeds	unknown	supporting	build:scripts:helper	feed-policy-boundary	drop	M01	Adds feed `subdir` scan support.	M00 requires M01 to choose clean 25.12 feeds and not copy vendor feed strategy; this helper is not part of 8X skeleton.	feed policy boundary checked
000821	A	scripts/fw-enc-hkdf.sh	shell	supporting	build:scripts:helper	secure-fit-helper	review-only	M01	HKDF helper derives firmware encryption keys using host `openssl3`.	Optional firmware encryption only; secure boot is disabled in the vendor 8X config.	optional secure boot isolated
000822	A	scripts/make-squashfs-hashed.sh	shell	supporting	build:scripts:helper	secure-fit-helper	review-only	M01	Runs `veritysetup format` and writes a hash summary for dm-verity rootfs handling.	Optional dm-verity support; not baseline M01 skeleton.	optional secure boot isolated
000823	M	scripts/mkits.sh	shell	primary,supporting	image:fit,build:scripts:helper	secure-fit-helper	review-only	M01	Adds FIT cipher, signature, and anti-rollback node generation.	Do not merge into M01 standard FIT image generation unless secure boot becomes explicit scope.	optional secure boot isolated
000967	M	target/linux/mediatek/filogic/config-6.6	unknown	supporting	build:kernel:config	kernel-config-clue	review-only	M01	Mixed kernel fragment changes include MT7987, PHY, DSA, netfilter/offload, remoteproc, and CPU governor settings.	Config fragment is evidence only; later M03/M05/M08/M09 reviews own relevant runtime behavior.	config clue boundary checked
000968	M	target/linux/mediatek/filogic/target.mk	unknown	supporting	build:kernel:config	wireless-userspace-boundary	defer	M07	Changes Filogic default package from `wpad-basic-mbedtls` to `wpad-openssl`.	Wireless userspace/policy and package default selection belong to M07, not M01 skeleton.	deferred with owner
000969	A	target/linux/mediatek/image/Config.in	unknown	primary	image:device-recipe,image:dts-selection,image:factory-image,openwrt:package:device-packages	secure-fit-helper	review-only	M01	Adds MTK secure boot, firmware encryption, and anti-rollback image options.	Use as optional secure-boot evidence only; vendor 8X baseline has secure boot disabled.	optional secure boot isolated
000970	M	target/linux/mediatek/image/Makefile	makefile	primary	image:device-recipe,image:dts-selection,image:factory-image,openwrt:package:device-packages	secure-fit-helper	review-only	M01	Adds secure-boot helpers, OP-TEE node patching, dm-verity rootfs hash handling, HKDF key derivation, and `-include $(SUBTARGET)-extra.mk`.	Target M01 should use clean 25.12 image Makefile structure; do not carry optional secure boot or RFB-extra machinery into 8X skeleton.	optional secure boot isolated
000971	A	target/linux/mediatek/image/filogic-extra.mk	unknown	primary	image:device-recipe,image:dts-selection,image:factory-image,openwrt:package:device-packages	rfb-reference-image	drop	M01	Adds `mediatek_mt7988d-rfb` image recipe and overlays.	RFB reference, not BPI-R4 Pro 8X hardware or image skeleton.	context checked before drop
000972	M	target/linux/mediatek/image/filogic.mk	unknown	primary	image:device-recipe,image:dts-selection,image:factory-image,openwrt:package:device-packages	direct-8x-image-recipe	rewrite	M01	Direct 8X vendor recipe defines `bananapi_bpi-r4-pro-8x`, base DTS, four overlays, package list, FIT sysupgrade image, and eMMC/SD/SNAND artifact names.	M01 uses only the direct 8X `Device/bananapi_bpi-r4-pro-8x` and common image skeleton. Do not migrate non-8X hunks from the same diff, including BPI-R3/R4/R4Lite/MT7987/RFB/PoE changes. Do not claim SD boot, recovery, sysupgrade, or NAND/eMMC install success in M01; GPT, partition, install, and storage policy semantics require M02/M10 review.	8X-only skeleton; boot/install/storage claims blocked
001153	M	tools/Makefile	makefile	primary	build:tools:host-tool	secure-boot-host-tool	review-only	M01	Enables host `fdt-patch-dm-verify` and `ar-tool`; MTK 25.12 carries similar optional secure-boot tooling, but OpenWrt 25.12 target does not.	Background for optional secure boot only; not baseline M01 unless secure boot is explicitly selected.	optional secure boot isolated
001154	A	tools/ar-tool/Makefile	makefile	primary	build:tools:host-tool	secure-boot-host-tool	review-only	M01	Host package wrapper for anti-rollback XML processing tool.	Optional anti-rollback support; no baseline M01 action.	optional secure boot isolated
001155	A	tools/ar-tool/src/Makefile	makefile	primary	build:tools:host-tool	secure-boot-host-tool	review-only	M01	Builds `ar-tool` by copying the Python script.	Optional anti-rollback support; no baseline M01 action.	optional secure boot isolated
001156	A	tools/ar-tool/src/ar-tool.py	script	primary	build:tools:host-tool	secure-boot-host-tool	review-only	M01	Parses BL/FW anti-rollback XML tables and emits version code or make config.	Optional anti-rollback support; no baseline M01 action.	optional secure boot isolated
001157	A	tools/codechecker/Makefile	makefile	primary	build:tools:host-tool	build-diagnostic-tool	drop	M01	Adds host CodeChecker build-logger package.	Developer diagnostic tooling, not image skeleton or 8X hardware evidence.	context checked before drop
001158	A	tools/codechecker/patches/build-native-ldlogger-so.patch	patch	primary	build:tools:host-tool	build-diagnostic-tool	drop	M01	Patch builds native `ldlogger.so` for CodeChecker.	Dropped with CodeChecker diagnostic tooling.	context checked before drop
001159	A	tools/crc32sum/Makefile	makefile	primary	build:tools:host-tool	legacy-hash-tool	drop	M01	Adds standalone CRC32 host tool, but root vendor `tools/Makefile` does not enable it in this diff.	Old MTK feed references exist, but no direct M01 8X skeleton consumer was found.	context checked before drop
001160	A	tools/crc32sum/src/Makefile	makefile	primary	build:tools:host-tool	legacy-hash-tool	drop	M01	Package-internal Makefile for CRC32 host tool.	Dropped with unused CRC32 host tool.	context checked before drop
001161	A	tools/crc32sum/src/crc32sum.c	source	primary	build:tools:host-tool	legacy-hash-tool	drop	M01	Implements generic CRC32 host utility.	Not part of direct 8X image skeleton.	context checked before drop
001162	A	tools/fdt-patch-dm-verify/Makefile	makefile	primary	build:tools:host-tool	secure-boot-host-tool	review-only	M01	Host package wrapper for `fdt-patch-dm-verify`.	Optional dm-verity rootfs bootargs helper only.	optional secure boot isolated
001163	A	tools/fdt-patch-dm-verify/src/Makefile	makefile	primary	build:tools:host-tool	secure-boot-host-tool	review-only	M01	Builds `fdt-patch-dm-verify` with a vendored libfdt copy.	Optional dm-verity helper; do not vendor this into M01 base skeleton.	optional secure boot isolated
001164	A	tools/fdt-patch-dm-verify/src/libfdt/Makefile.libfdt	unknown	primary	build:tools:host-tool	secure-boot-host-tool	review-only	M01	Vendored libfdt build file used only by `fdt-patch-dm-verify`.	Optional dm-verity helper dependency.	optional secure boot isolated
001165	A	tools/fdt-patch-dm-verify/src/libfdt/fdt.c	source	primary	build:tools:host-tool	secure-boot-host-tool	review-only	M01	Vendored libfdt source used only by `fdt-patch-dm-verify`.	Optional dm-verity helper dependency.	optional secure boot isolated
001166	A	tools/fdt-patch-dm-verify/src/libfdt/fdt.h	header	primary	build:tools:host-tool	secure-boot-host-tool	review-only	M01	Vendored libfdt header used only by `fdt-patch-dm-verify`.	Optional dm-verity helper dependency.	optional secure boot isolated
001167	A	tools/fdt-patch-dm-verify/src/libfdt/fdt_addresses.c	source	primary	build:tools:host-tool	secure-boot-host-tool	review-only	M01	Vendored libfdt address helper used only by `fdt-patch-dm-verify`.	Optional dm-verity helper dependency.	optional secure boot isolated
001168	A	tools/fdt-patch-dm-verify/src/libfdt/fdt_empty_tree.c	source	primary	build:tools:host-tool	secure-boot-host-tool	review-only	M01	Vendored libfdt empty-tree helper used only by `fdt-patch-dm-verify`.	Optional dm-verity helper dependency.	optional secure boot isolated
001169	A	tools/fdt-patch-dm-verify/src/libfdt/fdt_overlay.c	source	primary	build:tools:host-tool	secure-boot-host-tool	review-only	M01	Vendored libfdt overlay helper used only by `fdt-patch-dm-verify`.	Optional dm-verity helper dependency.	optional secure boot isolated
001170	A	tools/fdt-patch-dm-verify/src/libfdt/fdt_ro.c	source	primary	build:tools:host-tool	secure-boot-host-tool	review-only	M01	Vendored libfdt read-only helper used only by `fdt-patch-dm-verify`.	Optional dm-verity helper dependency.	optional secure boot isolated
001171	A	tools/fdt-patch-dm-verify/src/libfdt/fdt_rw.c	source	primary	build:tools:host-tool	secure-boot-host-tool	review-only	M01	Vendored libfdt read-write helper used only by `fdt-patch-dm-verify`.	Optional dm-verity helper dependency.	optional secure boot isolated
001172	A	tools/fdt-patch-dm-verify/src/libfdt/fdt_strerror.c	source	primary	build:tools:host-tool	secure-boot-host-tool	review-only	M01	Vendored libfdt strerror helper used only by `fdt-patch-dm-verify`.	Optional dm-verity helper dependency.	optional secure boot isolated
001173	A	tools/fdt-patch-dm-verify/src/libfdt/fdt_sw.c	source	primary	build:tools:host-tool	secure-boot-host-tool	review-only	M01	Vendored libfdt sequential-write helper used only by `fdt-patch-dm-verify`.	Optional dm-verity helper dependency.	optional secure boot isolated
001174	A	tools/fdt-patch-dm-verify/src/libfdt/fdt_wip.c	source	primary	build:tools:host-tool	secure-boot-host-tool	review-only	M01	Vendored libfdt work-in-progress helper used only by `fdt-patch-dm-verify`.	Optional dm-verity helper dependency.	optional secure boot isolated
001175	A	tools/fdt-patch-dm-verify/src/libfdt/libfdt.h	header	primary	build:tools:host-tool	secure-boot-host-tool	review-only	M01	Vendored libfdt public header used only by `fdt-patch-dm-verify`.	Optional dm-verity helper dependency.	optional secure boot isolated
001176	A	tools/fdt-patch-dm-verify/src/libfdt/libfdt_env.h	header	primary	build:tools:host-tool	secure-boot-host-tool	review-only	M01	Vendored libfdt environment header used only by `fdt-patch-dm-verify`.	Optional dm-verity helper dependency.	optional secure boot isolated
001177	A	tools/fdt-patch-dm-verify/src/libfdt/libfdt_internal.h	header	primary	build:tools:host-tool	secure-boot-host-tool	review-only	M01	Vendored libfdt internal header used only by `fdt-patch-dm-verify`.	Optional dm-verity helper dependency.	optional secure boot isolated
001178	A	tools/fdt-patch-dm-verify/src/main.c	source	primary	build:tools:host-tool	secure-boot-host-tool	review-only	M01	Tool patches DTB bootargs from dm-verity summary data.	Optional dm-verity helper; not standard 8X skeleton.	optional secure boot isolated
001179	A	tools/mkimage/patches/980-mkimage-add-offline-sign-support.patch	patch	primary	build:tools:host-tool	secure-boot-host-tool	review-only	M01	Adds offline RSA signing support to U-Boot mkimage.	Optional FIT signing support; not baseline M01 skeleton.	optional secure boot isolated
001180	A	tools/mkimage/patches/981-mkimage-add-tee-cipher-algo.patch	patch	primary	build:tools:host-tool	secure-boot-host-tool	review-only	M01	Adds `tee_aes256` and `optee_aes256` cipher aliases to mkimage.	Optional firmware encryption support; not baseline M01 skeleton.	optional secure boot isolated
001181	A	tools/mkimage/patches/982-add-iv-to-fit-without-setting-keydest.patch	patch	primary	build:tools:host-tool	secure-boot-host-tool	review-only	M01	Allows mkimage to store IV in FIT without a keydest node.	Optional encrypted-FIT support; not baseline M01 skeleton.	optional secure boot isolated
