file_id	status	path	file_kind	route_classes	features	group	disposition	owner_step	evidence	notes	minimalism_gate
000970	M	target/linux/mediatek/image/Makefile	makefile	primary	image:sysupgrade-image	M10-image-secure-boot-build-pipeline	needs-evidence	M10	Dense-read: image Makefile adds anti-rollback config generation, secure-boot dtb OP-TEE nodes, squashfs-hashed, HKDF key derivation, and rootdev-to-ramdisk rewrite.	Generic image pipeline changes can affect rootfs and sysupgrade. TODO: compare target 25.12 equivalents and decide whether 8X needs any of this.	pass: generic secure pipeline not copied by default.
000971	A	target/linux/mediatek/image/filogic-extra.mk	unknown	primary	image:sysupgrade-image	M10-supporting-MT7988D-RFB-image-extra	review-only	M10	Dense-read: filogic-extra.mk adds MT7988D RFB device with storage overlays and sysupgrade.itb recipe.	Non-8X MT7988D RFB image reference only; no 8X migration action.	pass: RFB image recipe not promoted to 8X.
000972	M	target/linux/mediatek/image/filogic.mk	unknown	primary	image:sysupgrade-image	M10-direct-8X-image-artifacts-and-storage-layout	needs-evidence	M10	Dense-read: direct 8X filogic.mk adds mt798x-r4pro-gpt, eMMC GPT/preloader/FIP/emmc.img.gz, SD card image with SNAND and eMMC install payload areas, SNAND factory bin, UBINIZE fip/recovery parts, and sysupgrade.itb.	Authoritative artifact evidence but high-risk. TODO: validate GPT offsets, production/recovery/install partition semantics, U-Boot env expectations, and SD -> SPI-NAND -> eMMC safety before migration.	pass: image artifacts not treated as install/sysupgrade success.
001131	A	target/linux/mediatek/patches-6.6/999-dual-boot-01-do-not-auto-mount-ubi-rootfs.patch	patch	primary	storage:spi-nand:ubi	M10-kernel-dual-boot-UBI-auto-mount-boundary	needs-evidence	M10	Dense-read: kernel patch makes mount_ubi_rootfs return -EINVAL when root DT has mediatek,dual-boot so U-Boot can select UBIFS root volume.	Changes kernel root selection. TODO: verify target 6.12 rootdev flow and 8X DT properties before accepting.	pass: dual-boot kernel behavior not accepted without runtime evidence.
001132	A	target/linux/mediatek/patches-6.6/999-dual-boot-02-ubi-allow-no-default-rootdev.patch	patch	primary	storage:spi-nand:ubi	M10-kernel-UBI-rootdev-bypass	needs-evidence	M10	Dense-read: UBI block patch adds no_default_rootdev module parameter and prevents rootfs ubiblock from setting ROOT_DEV when set.	Changes rootdev selection. TODO: determine whether 8X bootargs need this with fitblk/rootdisk and compare target pending UBI patches.	pass: rootdev bypass recorded as high risk.
001133	A	target/linux/mediatek/patches-6.6/999-dual-boot-03-fitblk-do-not-split-rootfs_data-if-required.patch	patch	primary	storage:spi-nand:ubi	M10-kernel-fitblk-no-split-fitrw	needs-evidence	M10	Dense-read: fitblk patch checks mediatek,no-split-fitrw in root DT and skips creating fitrw/rootfs_data split mapping.	Changes persistent overlay behavior. TODO: match with fstools no-split-fitrw and 8X DTS before using.	pass: fitrw behavior not accepted from patch title.
001141	A	target/linux/mediatek/patches-6.6/999-spi-01-fix-calibration-message.patch	patch	primary	storage:spi-nand:boot	M10-SPI-NAND-calibration-behavior	needs-evidence	M10	Dense-read: SPI calibration patch changes SPI-NAND calibration failure from error to info and changes spi_do_calibration fallback to return -EIO after resetting origin.	Potential boot reliability behavior for SPI-NAND. TODO: compare target SPI calibration stack and direct 8X flash behavior before migrating.	pass: calibration change not treated as cosmetic log-only.
001142	A	target/linux/mediatek/patches-6.6/999-spi-nand-01-integrate-ONFI-and-CASN-manipulation.patch	patch	primary	storage:spi-nand:boot	M10-SPI-NAND-ONFI-CASN-shared-helpers	needs-evidence	M10	Dense-read: ONFI/CASN integration moves CRC and bit-wise majority helpers into new nand param helper and updates NAND core build.	Shared NAND parameter helper required by CASN patch, but target equivalence not proven. TODO: compare target 6.12 NAND core before deciding.	pass: shared helper not dropped as generic churn.
001143	A	target/linux/mediatek/patches-6.6/999-spi-nand-02-Add-CASN-support.patch	patch	primary	storage:spi-nand:boot	M10-SPI-NAND-CASN-support	needs-evidence	M10	Dense-read: CASN patch adds CASN page detection/recovery, advanced ECC status parsing, CASN OOB layout, read/write/update op variants, and spinand init via CASN with read-ID fallback.	Large generic SPI-NAND behavior may affect 8X boot if flash needs CASN. TODO: identify actual 8X SPI-NAND part and compare target support before migration.	pass: large SPI-NAND patch kept high risk and not claimed working.
001144	A	target/linux/mediatek/patches-6.6/999-spi-nor-01-fix-3B-4B-calibration.patch	patch	review-only	storage:spi-nor:boot	M10-SPI-NOR-calibration-review-only	review-only	M10	Dense-read: SPI-NOR patch adds 4-byte calibration read fallback, reset_read helper, and calibration retry in 4B mode.	Review-only because direct 8X rootdisk uses SPI-NAND; no direct 8X SPI-NOR boot path proven.	pass: review-only class honored.
001145	A	target/linux/mediatek/patches-6.6/999-spi-nor-02-fix-or-add-devices.patch	patch	review-only	storage:spi-nor:boot	M10-SPI-NOR-device-fix-review-only	review-only	M10	Dense-read: SPI-NOR patch adds SPI_NOR_4B_OPCODES fixup to en25qh256 entry.	Review-only for 8X because direct 8X storage evidence does not use this SPI-NOR part as rootdisk.	pass: no SPI-NOR boot claim for 8X.
