file_id	status	path	file_kind	route_classes	features	group	disposition	owner_step	evidence	notes	minimalism_gate
000048	A	package/kernel/as21xxx/source/as21xxx.c	source	primary	identity:calibration:phy	as21xxx-phy-firmware-driver	defer	M05	Direct 8X base DTS names as21x1x_fw.bin on PHY24 and PHY28.	M05 TODO: verify AS21xxx driver/firmware package closure and runtime PHY validation; M03 records identity evidence only.	direct DTS checked; deferred with owner
000049	A	package/kernel/as21xxx/source/as21xxx.h	header	primary	identity:calibration:phy	as21xxx-phy-firmware-driver	defer	M05	Direct 8X base DTS names as21x1x_fw.bin on PHY24 and PHY28.	M05 TODO: verify AS21xxx driver/firmware package closure and runtime PHY validation; M03 records identity evidence only.	direct DTS checked; deferred with owner
000827	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7981-rfb-spim-nor.dtso	dtso	primary	dts:board:base,dts:board:variant,dts:nvmem:factory-data,storage:factory-data:nvmem	non-8x-mt7981-reference	drop	M03	MT7981 RFB DTS/DTSO is not direct 8X authority and does not define 8X board identity.	Do not migrate in M03; only re-open if a later step explicitly needs MT7981 reference history.	inspected as non-8X reference, not filename-only
000828	M	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7981-rfb.dts	dts	primary	dts:board:base,dts:board:variant	non-8x-mt7981-reference	drop	M03	MT7981 RFB DTS/DTSO is not direct 8X authority and does not define 8X board identity.	Do not migrate in M03; only re-open if a later step explicitly needs MT7981 reference history.	inspected as non-8X reference, not filename-only
000829	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7987-emmc.dtso	dtso	primary	dts:board:base,dts:board:variant,dts:nvmem:factory-data,storage:factory-data:nvmem	non-8x-mt7987-reference	drop	M03	MT7987/BPI-R4 Lite/RFB source is not direct 8X authority for board identity, GPIO, or factory data.	Do not migrate in M03; MT7987/BPI-R4 Lite/RFB topology cannot decide 8X hardware truth.	inspected as MT7987/non-8X; not filename-only
000830	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7987-netsys-eth0-an8801sb.dtso	dtso	primary	dts:board:base,dts:board:variant	non-8x-mt7987-reference	drop	M03	MT7987/BPI-R4 Lite/RFB source is not direct 8X authority for board identity, GPIO, or factory data.	Do not migrate in M03; MT7987/BPI-R4 Lite/RFB topology cannot decide 8X hardware truth.	inspected as MT7987/non-8X; not filename-only
000831	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7987-netsys-eth0-an8855-gsw.dtso	dtso	primary	dts:board:base,dts:board:variant	non-8x-mt7987-reference	drop	M03	MT7987/BPI-R4 Lite/RFB source is not direct 8X authority for board identity, GPIO, or factory data.	Do not migrate in M03; MT7987/BPI-R4 Lite/RFB topology cannot decide 8X hardware truth.	inspected as MT7987/non-8X; not filename-only
000832	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7987-netsys-eth0-an8855.dtso	dtso	primary	dts:board:base,dts:board:variant,dts:nvmem:factory-data,storage:factory-data:nvmem	non-8x-mt7987-reference	drop	M03	MT7987/BPI-R4 Lite/RFB source is not direct 8X authority for board identity, GPIO, or factory data.	Do not migrate in M03; MT7987/BPI-R4 Lite/RFB topology cannot decide 8X hardware truth.	inspected as MT7987/non-8X; not filename-only
000833	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7987-netsys-eth0-e2p5g.dtso	dtso	primary	dts:board:base,dts:board:variant	non-8x-mt7987-reference	drop	M03	MT7987/BPI-R4 Lite/RFB source is not direct 8X authority for board identity, GPIO, or factory data.	Do not migrate in M03; MT7987/BPI-R4 Lite/RFB topology cannot decide 8X hardware truth.	inspected as MT7987/non-8X; not filename-only
000834	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7987-netsys-eth0-mt7531-gsw.dtso	dtso	primary	dts:board:base,dts:board:variant	non-8x-mt7987-reference	drop	M03	MT7987/BPI-R4 Lite/RFB source is not direct 8X authority for board identity, GPIO, or factory data.	Do not migrate in M03; MT7987/BPI-R4 Lite/RFB topology cannot decide 8X hardware truth.	inspected as MT7987/non-8X; not filename-only
000835	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7987-netsys-eth0-mt7531.dtso	dtso	primary	dts:board:base,dts:board:variant	non-8x-mt7987-reference	drop	M03	MT7987/BPI-R4 Lite/RFB source is not direct 8X authority for board identity, GPIO, or factory data.	Do not migrate in M03; MT7987/BPI-R4 Lite/RFB topology cannot decide 8X hardware truth.	inspected as MT7987/non-8X; not filename-only
000836	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7987-netsys-eth1-i2p5g.dtso	dtso	primary	dts:board:base,dts:board:variant	non-8x-mt7987-reference	drop	M03	MT7987/BPI-R4 Lite/RFB source is not direct 8X authority for board identity, GPIO, or factory data.	Do not migrate in M03; MT7987/BPI-R4 Lite/RFB topology cannot decide 8X hardware truth.	inspected as MT7987/non-8X; not filename-only
000837	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7987-netsys-eth2-an8801sb.dtso	dtso	primary	dts:board:base,dts:board:variant	non-8x-mt7987-reference	drop	M03	MT7987/BPI-R4 Lite/RFB source is not direct 8X authority for board identity, GPIO, or factory data.	Do not migrate in M03; MT7987/BPI-R4 Lite/RFB topology cannot decide 8X hardware truth.	inspected as MT7987/non-8X; not filename-only
000838	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7987-netsys-eth2-e2p5g.dtso	dtso	primary	dts:board:base,dts:board:variant	non-8x-mt7987-reference	drop	M03	MT7987/BPI-R4 Lite/RFB source is not direct 8X authority for board identity, GPIO, or factory data.	Do not migrate in M03; MT7987/BPI-R4 Lite/RFB topology cannot decide 8X hardware truth.	inspected as MT7987/non-8X; not filename-only
000839	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7987-netsys-eth2-sfp.dtso	dtso	primary	dts:board:base,dts:board:variant	non-8x-mt7987-reference	drop	M03	MT7987/BPI-R4 Lite/RFB source is not direct 8X authority for board identity, GPIO, or factory data.	Do not migrate in M03; MT7987/BPI-R4 Lite/RFB topology cannot decide 8X hardware truth.	inspected as MT7987/non-8X; not filename-only
000840	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7987-netsys-eth2-usb.dtso	dtso	primary	dts:board:base,dts:board:variant	non-8x-mt7987-reference	drop	M03	MT7987/BPI-R4 Lite/RFB source is not direct 8X authority for board identity, GPIO, or factory data.	Do not migrate in M03; MT7987/BPI-R4 Lite/RFB topology cannot decide 8X hardware truth.	inspected as MT7987/non-8X; not filename-only
000841	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7987-netsys.dtsi	dtsi	primary	dts:board:base,dts:board:variant	non-8x-mt7987-reference	drop	M03	MT7987/BPI-R4 Lite/RFB source is not direct 8X authority for board identity, GPIO, or factory data.	Do not migrate in M03; MT7987/BPI-R4 Lite/RFB topology cannot decide 8X hardware truth.	inspected as MT7987/non-8X; not filename-only
000842	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7987-pinctrl.dtsi	dtsi	primary	dts:board:base,dts:board:variant	non-8x-mt7987-reference	drop	M03	MT7987/BPI-R4 Lite/RFB source is not direct 8X authority for board identity, GPIO, or factory data.	Do not migrate in M03; MT7987/BPI-R4 Lite/RFB topology cannot decide 8X hardware truth.	inspected as MT7987/non-8X; not filename-only
000843	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7987-sd.dtso	dtso	primary	dts:board:base,dts:board:variant,dts:nvmem:factory-data,storage:factory-data:nvmem	non-8x-mt7987-reference	drop	M03	MT7987/BPI-R4 Lite/RFB source is not direct 8X authority for board identity, GPIO, or factory data.	Do not migrate in M03; MT7987/BPI-R4 Lite/RFB topology cannot decide 8X hardware truth.	inspected as MT7987/non-8X; not filename-only
000844	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7987-spidev.dtso	dtso	primary	dts:board:base,dts:board:variant	non-8x-mt7987-reference	drop	M03	MT7987/BPI-R4 Lite/RFB source is not direct 8X authority for board identity, GPIO, or factory data.	Do not migrate in M03; MT7987/BPI-R4 Lite/RFB topology cannot decide 8X hardware truth.	inspected as MT7987/non-8X; not filename-only
000845	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7987-spim-nand.dtso	dtso	primary	dts:board:base,dts:board:variant,dts:nvmem:factory-data,identity:mac:ethernet,identity:nvmem:factory,storage:factory-data:nvmem	non-8x-mt7987-reference	drop	M03	MT7987/BPI-R4 Lite/RFB source is not direct 8X authority for board identity, GPIO, or factory data.	Do not migrate in M03; MT7987/BPI-R4 Lite/RFB topology cannot decide 8X hardware truth.	inspected as MT7987/non-8X; not filename-only
000846	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7987-spim-nor.dtso	dtso	primary	dts:board:base,dts:board:variant,dts:nvmem:factory-data,storage:factory-data:nvmem	non-8x-mt7987-reference	drop	M03	MT7987/BPI-R4 Lite/RFB source is not direct 8X authority for board identity, GPIO, or factory data.	Do not migrate in M03; MT7987/BPI-R4 Lite/RFB topology cannot decide 8X hardware truth.	inspected as MT7987/non-8X; not filename-only
000847	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7987.dtsi	dtsi	primary	dts:board:base,dts:board:variant,dts:nvmem:factory-data,storage:factory-data:nvmem	non-8x-mt7987-reference	drop	M03	MT7987/BPI-R4 Lite/RFB source is not direct 8X authority for board identity, GPIO, or factory data.	Do not migrate in M03; MT7987/BPI-R4 Lite/RFB topology cannot decide 8X hardware truth.	inspected as MT7987/non-8X; not filename-only
000848	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7987a-bananapi-bpi-r4-lite-1pcie-2L.dtso	dtso	primary	dts:board:base,dts:board:variant	non-8x-mt7987-reference	drop	M03	MT7987/BPI-R4 Lite/RFB source is not direct 8X authority for board identity, GPIO, or factory data.	Do not migrate in M03; MT7987/BPI-R4 Lite/RFB topology cannot decide 8X hardware truth.	inspected as MT7987/non-8X; not filename-only
000849	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7987a-bananapi-bpi-r4-lite-2pcie-1L-M2.dtso	dtso	primary	dts:board:base,dts:board:variant	non-8x-mt7987-reference	drop	M03	MT7987/BPI-R4 Lite/RFB source is not direct 8X authority for board identity, GPIO, or factory data.	Do not migrate in M03; MT7987/BPI-R4 Lite/RFB topology cannot decide 8X hardware truth.	inspected as MT7987/non-8X; not filename-only
000850	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7987a-bananapi-bpi-r4-lite-2pcie-1L.dtso	dtso	primary	dts:board:base,dts:board:variant	non-8x-mt7987-reference	drop	M03	MT7987/BPI-R4 Lite/RFB source is not direct 8X authority for board identity, GPIO, or factory data.	Do not migrate in M03; MT7987/BPI-R4 Lite/RFB topology cannot decide 8X hardware truth.	inspected as MT7987/non-8X; not filename-only
000851	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7987a-bananapi-bpi-r4-lite.dts	dts	primary	dts:board:base,dts:board:variant	non-8x-mt7987-reference	drop	M03	MT7987/BPI-R4 Lite/RFB source is not direct 8X authority for board identity, GPIO, or factory data.	Do not migrate in M03; MT7987/BPI-R4 Lite/RFB topology cannot decide 8X hardware truth.	inspected as MT7987/non-8X; not filename-only
000852	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7987a-rfb.dts	dts	primary	dts:board:base,dts:board:variant	non-8x-mt7987-reference	drop	M03	MT7987/BPI-R4 Lite/RFB source is not direct 8X authority for board identity, GPIO, or factory data.	Do not migrate in M03; MT7987/BPI-R4 Lite/RFB topology cannot decide 8X hardware truth.	inspected as MT7987/non-8X; not filename-only
000853	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7987a.dtsi	dtsi	primary	dts:board:base,dts:board:variant	non-8x-mt7987-reference	drop	M03	MT7987/BPI-R4 Lite/RFB source is not direct 8X authority for board identity, GPIO, or factory data.	Do not migrate in M03; MT7987/BPI-R4 Lite/RFB topology cannot decide 8X hardware truth.	inspected as MT7987/non-8X; not filename-only
000854	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7987b.dtsi	dtsi	primary	dts:board:base,dts:board:variant	non-8x-mt7987-reference	drop	M03	MT7987/BPI-R4 Lite/RFB source is not direct 8X authority for board identity, GPIO, or factory data.	Do not migrate in M03; MT7987/BPI-R4 Lite/RFB topology cannot decide 8X hardware truth.	inspected as MT7987/non-8X; not filename-only
000855	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7988a-bananapi-bpi-r4-pro-8x-emmc.dtso	dtso	primary	dts:board:base,dts:board:variant,dts:nvmem:factory-data,storage:factory-data:nvmem	direct-8x-emmc-storage-context	defer	M10	Direct 8X eMMC overlay has 8X compatible plus eMMC ubootenv/rootdisk-emmc semantics.	M10 TODO: review eMMC env/rootdisk/install/storage behavior; M03 uses only compatible context.	direct overlay inspected; storage boundary declared
000856	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7988a-bananapi-bpi-r4-pro-8x-rtc.dtso	dtso	primary	dts:board:base,dts:board:variant	direct-8x-rtc-overlay	migrate	M03	Direct 8X RTC overlay targets pcf8563 and enables the board RTC overlay for 8X compatible.	Preserve RTC overlay semantics in target 25.12 style without claiming runtime RTC validation.	direct 8X overlay inspected
000857	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7988a-bananapi-bpi-r4-pro-8x-sd.dtso	dtso	primary	dts:board:base,dts:board:variant,dts:nvmem:factory-data,storage:factory-data:nvmem	direct-8x-sd-overlay-context	review-only	M03	Direct 8X SD overlay has 8X compatible, SD card-detect GPIO12, SD ubootenv, and rootdisk-sd semantics already owned by M02/M10.	M03 uses only board-compatible/GPIO context; SD boot remains M02 and persistent storage remains M10.	direct overlay inspected; no SD boot claim in M03
000858	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7988a-bananapi-bpi-r4-pro-8x-wifi-mt7996a.dtso	dtso	primary	dts:board:base,dts:board:variant,dts:nvmem:factory-data,identity:mac:ethernet,identity:nvmem:factory,storage:factory-data:nvmem	direct-8x-wifi-eeprom-gpio-context	defer	M06	Direct 8X Wi-Fi overlay adds GPIO4 wifi_12v regulator and AT24 Wi-Fi EEPROM MAC cells at 0x51/0x52; overlay targets i2c_wifi while base DTS labels the mux channel imux3_wifi and already has wifi_eeprom@51.	M06 TODO: own Wi-Fi overlay/runtime; resolve i2c_wifi vs imux3_wifi and merge/replace the existing 0x51 Wi-Fi EEPROM node; M03 records GPIO4 conflict with base DTS switch_hrstn and EEPROM identity evidence.	direct overlay inspected; Wi-Fi runtime deferred with target/duplicate-EEPROM TODO
000859	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7988a-bananapi-bpi-r4-pro-8x.dts	dts	primary	dts:board:base,dts:board:variant,dts:nvmem:factory-data,identity:mac:ethernet,identity:nvmem:factory,storage:factory-data:nvmem	direct-8x-base-board-dts	rewrite	M03	Direct 8X base DTS defines model/compatible, RT5190A PMIC, PCA9545 mux, PCA9555 LEDs, keys, Factory nvmem MAC cells, and GPIO4 switch reset hog.	Rewrite M03 identity/static board services into target 25.12 style; hand wired, Wi-Fi, expansion/fan runtime, and storage content to later steps.	direct mixed-owner DTS inspected and split
000860	M	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7988a-rfb-emmc.dtso	dtso	primary	dts:board:base,dts:board:variant,dts:nvmem:factory-data,storage:factory-data:nvmem	mt7988-rfb-storage-reference	defer	M10	MT7988 RFB storage DTS/DTSO is same-SoC supporting reference but not direct 8X authority.	M10 TODO: use only as supporting reference for storage/rootdisk/env layout after direct 8X evidence.	same-SoC reference only; storage owner named
000861	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7988a-rfb-eth0-gsw.dtso	dtso	primary	dts:board:base,dts:board:variant,dts:nvmem:factory-data,storage:factory-data:nvmem	mt7988-rfb-wired-reference	defer	M05	MT7988 RFB wired/SFP/PHY DTS content is same-SoC reference but not direct 8X authority.	M05 TODO: review only as supporting reference for wired PHY/SFP/DSA behavior, after direct 8X base DTS.	same-SoC network reference deferred to M05
000862	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7988a-rfb-eth1-an8831x.dtso	dtso	primary	dts:board:base,dts:board:variant	mt7988-rfb-wired-reference	defer	M05	MT7988 RFB wired/SFP/PHY DTS content is same-SoC reference but not direct 8X authority.	M05 TODO: review only as supporting reference for wired PHY/SFP/DSA behavior, after direct 8X base DTS.	same-SoC network reference deferred to M05
000863	M	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7988a-rfb-eth1-aqr.dtso	dtso	primary	dts:board:base,dts:board:variant	mt7988-rfb-wired-reference	defer	M05	MT7988 RFB wired/SFP/PHY DTS content is same-SoC reference but not direct 8X authority.	M05 TODO: review only as supporting reference for wired PHY/SFP/DSA behavior, after direct 8X base DTS.	same-SoC network reference deferred to M05
000864	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7988a-rfb-eth1-cux3410.dtso	dtso	primary	dts:board:base,dts:board:variant	mt7988-rfb-wired-reference	defer	M05	MT7988 RFB wired/SFP/PHY DTS content is same-SoC reference but not direct 8X authority.	M05 TODO: review only as supporting reference for wired PHY/SFP/DSA behavior, after direct 8X base DTS.	same-SoC network reference deferred to M05
000865	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7988a-rfb-eth2-an8831x.dtso	dtso	primary	dts:board:base,dts:board:variant	mt7988-rfb-wired-reference	defer	M05	MT7988 RFB wired/SFP/PHY DTS content is same-SoC reference but not direct 8X authority.	M05 TODO: review only as supporting reference for wired PHY/SFP/DSA behavior, after direct 8X base DTS.	same-SoC network reference deferred to M05
000866	M	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7988a-rfb-eth2-aqr.dtso	dtso	primary	dts:board:base,dts:board:variant	mt7988-rfb-wired-reference	defer	M05	MT7988 RFB wired/SFP/PHY DTS content is same-SoC reference but not direct 8X authority.	M05 TODO: review only as supporting reference for wired PHY/SFP/DSA behavior, after direct 8X base DTS.	same-SoC network reference deferred to M05
000867	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7988a-rfb-eth2-cux3410.dtso	dtso	primary	dts:board:base,dts:board:variant	mt7988-rfb-wired-reference	defer	M05	MT7988 RFB wired/SFP/PHY DTS content is same-SoC reference but not direct 8X authority.	M05 TODO: review only as supporting reference for wired PHY/SFP/DSA behavior, after direct 8X base DTS.	same-SoC network reference deferred to M05
000868	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7988a-rfb-eth2-mxl86252.dtso	dtso	primary	dts:board:base,dts:board:variant	mt7988-rfb-wired-reference	defer	M05	MT7988 RFB wired/SFP/PHY DTS content is same-SoC reference but not direct 8X authority.	M05 TODO: review only as supporting reference for wired PHY/SFP/DSA behavior, after direct 8X base DTS.	same-SoC network reference deferred to M05
000869	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7988a-rfb-mxl86252.dts	dts	primary	dts:board:base,dts:board:variant	mt7988-rfb-wired-reference	defer	M05	MT7988 RFB wired/SFP/PHY DTS content is same-SoC reference but not direct 8X authority.	M05 TODO: review only as supporting reference for wired PHY/SFP/DSA behavior, after direct 8X base DTS.	same-SoC network reference deferred to M05
000870	M	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7988a-rfb-sd.dtso	dtso	primary	dts:board:base,dts:board:variant,dts:nvmem:factory-data,storage:factory-data:nvmem	mt7988-rfb-storage-reference	defer	M10	MT7988 RFB storage DTS/DTSO is same-SoC supporting reference but not direct 8X authority.	M10 TODO: use only as supporting reference for storage/rootdisk/env layout after direct 8X evidence.	same-SoC reference only; storage owner named
000871	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7988a-rfb-spidev.dtso	dtso	primary	dts:board:base,dts:board:variant	mt7988-rfb-unneeded-reference	drop	M03	MT7988 RFB-only board overlay is not direct 8X evidence and has no M03 migration action.	Do not migrate in M03; later steps may re-open only with direct 8X need.	inspected as RFB-only reference
000872	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7988a-rfb-spim-nand-nmbm.dtso	dtso	primary	dts:board:base,dts:board:variant,dts:nvmem:factory-data,identity:mac:ethernet,identity:nvmem:factory,storage:factory-data:nvmem	mt7988-rfb-storage-reference	defer	M10	MT7988 RFB storage DTS/DTSO is same-SoC supporting reference but not direct 8X authority.	M10 TODO: use only as supporting reference for storage/rootdisk/env layout after direct 8X evidence.	same-SoC reference only; storage owner named
000873	M	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7988a-rfb-spim-nor.dtso	dtso	primary	dts:board:base,dts:board:variant	mt7988-rfb-storage-reference	defer	M10	MT7988 RFB storage DTS/DTSO is same-SoC supporting reference but not direct 8X authority.	M10 TODO: use only as supporting reference for storage/rootdisk/env layout after direct 8X evidence.	same-SoC reference only; storage owner named
000874	M	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7988a-rfb.dts	dts	primary	dts:board:base,dts:board:variant	mt7988-rfb-soc-reference	review-only	M03	MT7988 RFB base/SoC DTS is supporting style/context only; direct 8X DTS decides board identity.	Use as target-structure or polarity context only; do not promote RFB board facts to 8X.	supporting reference; no hardware truth inferred
000875	M	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7988a.dtsi	dtsi	primary	dts:board:base,dts:board:variant,dts:nvmem:factory-data,storage:factory-data:nvmem	mt7988-rfb-soc-reference	review-only	M03	MT7988 RFB base/SoC DTS is supporting style/context only; direct 8X DTS decides board identity.	Use as target-structure or polarity context only; do not promote RFB board facts to 8X.	supporting reference; no hardware truth inferred
000876	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7988d-rfb-eth0-gsw.dtso	dtso	primary	dts:board:base,dts:board:variant,dts:nvmem:factory-data,storage:factory-data:nvmem	mt7988-rfb-wired-reference	defer	M05	MT7988 RFB wired/SFP/PHY DTS content is same-SoC reference but not direct 8X authority.	M05 TODO: review only as supporting reference for wired PHY/SFP/DSA behavior, after direct 8X base DTS.	same-SoC network reference deferred to M05
000877	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7988d-rfb-eth2-sfp.dtso	dtso	primary	dts:board:base,dts:board:variant	mt7988-rfb-wired-reference	defer	M05	MT7988 RFB wired/SFP/PHY DTS content is same-SoC reference but not direct 8X authority.	M05 TODO: review only as supporting reference for wired PHY/SFP/DSA behavior, after direct 8X base DTS.	same-SoC network reference deferred to M05
000878	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7988d-rfb.dts	dts	primary	dts:board:base,dts:board:variant	mt7988-rfb-unneeded-reference	drop	M03	MT7988 RFB-only board overlay is not direct 8X evidence and has no M03 migration action.	Do not migrate in M03; later steps may re-open only with direct 8X need.	inspected as RFB-only reference
