file_id	status	path	file_kind	route_classes	features	group	disposition	owner_step	evidence	notes	minimalism_gate
000870	M	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7988a-rfb-sd.dtso	dtso	primary	dts:overlay:storage	mt7988-rfb-storage-reference	review-only	M02	MT7988A RFB SD overlay is same-SoC background only; direct 8X has its own SD overlay.	May help compare target 25.12 style, but cannot decide 8X SD hardware truth.	reference only; direct 8X authority preserved
000872	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7988a-rfb-spim-nand-nmbm.dtso	dtso	primary	dts:overlay:storage	mt7988-rfb-storage-reference	drop	M02	MT7988A RFB NAND/NMBM overlay is not 8X and NAND is out of M02.	No SD no-install action.	context checked before drop
000873	M	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7988a-rfb-spim-nor.dtso	dtso	primary	dts:overlay:storage	mt7988-rfb-storage-reference	drop	M02	MT7988A RFB NOR overlay is not direct 8X SD evidence.	Not M02.	context checked before drop
000874	M	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7988a-rfb.dts	dts	primary	dts:overlay:storage	mt7988-rfb-board-reference	drop	M02	MT7988A RFB base board is not 8X. Direct 8X base DTS is available as `000859`.	Do not treat RFB board as 8X authority.	context checked before drop
000875	M	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7988a.dtsi	dtsi	primary	dts:overlay:storage	mt7988-soc-reference	review-only	M02	MT7988A SoC DTSI can affect MMC controller availability, pinctrl labels, and target compile behavior.	Use as background if the 8X SD overlay fails to compile or boot. Do not migrate broad SoC changes in M02.	reference only
000876	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7988d-rfb-eth0-gsw.dtso	dtso	primary	dts:overlay:storage	mt7988d-rfb-drop	drop	M02	MT7988D RFB network overlay is not 8X SD storage evidence.	Routing noise.	context checked before drop
000878	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7988d-rfb.dts	dts	primary	dts:overlay:storage	mt7988d-rfb-drop	drop	M02	MT7988D RFB board DTS is not direct 8X hardware evidence.	Not M02.	context checked before drop
001131	A	target/linux/mediatek/patches-6.6/999-dual-boot-01-do-not-auto-mount-ubi-rootfs.patch	patch	primary	storage:partition:rootfs	storage-policy-boundary	defer	M10	Patch disables automatic UBI rootfs mount when `mediatek,dual-boot` is present; direct 8X DTS does not show that property.	Persistent UBI dual-boot behavior, not SD no-install. M02 must not import it for SD boot.	deferred with property absence check
001132	A	target/linux/mediatek/patches-6.6/999-dual-boot-02-ubi-allow-no-default-rootdev.patch	patch	primary	storage:partition:rootfs	storage-policy-boundary	defer	M10	Patch adds `ubiblock.no_default_rootdev` to control default UBI root device selection.	Onboard storage/rootfs policy belongs to M10. Not required for SD no-install boot unless later evidence proves otherwise.	deferred with owner
001133	A	target/linux/mediatek/patches-6.6/999-dual-boot-03-fitblk-do-not-split-rootfs_data-if-required.patch	patch	primary	storage:partition:rootfs	storage-policy-boundary	defer	M10	Patch skips fitrw/rootfs_data split when `mediatek,no-split-fitrw` is present; direct 8X DTS does not show that property.	Persistent rootfs_data/sysupgrade behavior, not M02 SD boot.	deferred with property absence check
